Name,Platform,Publisher,Critic_Score,User_Score,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales,Year,Genre
Puyo Puyo Tetris,3DS,Sega  ,,,,,0.11,,0.11,2014,Puzzle
Transformer: Rise of the Dark Spark,PS3,Activision  ,,,0.04,0.04,0.01,0.02,0.11,2014,Shooter
Merv Griffin's Crosswords,Wii,THQ  ,,,0.11,,,0.01,0.11,2008,Puzzle
Cabela's Deer Hunt 2005 Season,XB,Activision  ,,,0.09,0.02,,0,0.11,2004,Sports
Tom Clancy's EndWar,PSP,Ubisoft  ,6.7,,0.1,0.01,,0.01,0.11,2008,Strategy
Darkspore,PC,Electronic Arts  ,6.6,,0.07,0.03,,0.01,0.11,2011,Role-Playing
SplashDown,XB,Atari  ,,,0.09,0.02,,0,0.11,2002,Racing
Nobunaga no Yabou: Tenshoki,SAT,KOEI  ,,,,,0.11,0,0.11,1995,Strategy
F1 Racing Championship,PS,Video System  ,,,0.06,0.04,,0.01,0.11,2000,Racing
Tecmo Bowl: Kickoff,DS,Tecmo  ,,,0.11,,,0.01,0.11,2008,Sports
Dead Man's Hand,XB,Atari  ,,,0.09,0.02,,0,0.11,2004,Shooter
Smash Cars,PS2,Metro 3D  ,,,0.06,0.04,,0.01,0.11,2003,Racing
NASCAR 07,PS2,EA Sports  ,,,0.06,0.04,,0.01,0.11,2006,Racing
Zubo,DS,Electronic Arts  ,7.5,,0.08,0.02,,0.01,0.11,2009,Misc
The Lord of the Rings: Aragorn's Quest,DS,Warner Bros. Interactive  ,,,0.09,0.02,,0.01,0.11,2010,Action
Animal Genius,DS,Scholastic Inc.  ,,,0.1,0,,0.01,0.11,2007,Puzzle
Digimon Story: Cyber Sleuth,PS4,Namco Bandai Games  ,,7.7,,0.1,,0.02,0.11,2016,Role-Playing
Jikkyou Powerful Pro Yakyuu 12 Ketteiban,PS2,Konami  ,,,,,0.11,,0.11,2005,Sports
Yogi Bear: The Video Game,Wii,D3 Publisher  ,,,0.06,0.05,,0.01,0.11,2010,Action
Melty Blood: Act Cadenza,PS2,Sega  ,,,,,0.11,,0.11,2006,Fighting
Dokapon Kingdom,PS2,Atlus  ,,,0.05,0.04,0.02,0.01,0.11,2008,Role-Playing
A Witch's Tale,DS,NIS America  ,5,,0.08,,0.03,0.01,0.11,2009,Role-Playing
The Alliance Alive,3DS,Atlus  ,7.3,,0.04,,0.06,0.01,0.11,2018,Role-Playing
Classic NES Series: Bomberman,GBA,Nintendo  ,5.4,,,,0.11,,0.11,2004,Puzzle
ToeJam & Earl III: Mission to Earth,XB,Sega  ,,,0.09,0.02,,0,0.11,2002,Action
Phantasy Star Collection,GBA,THQ  ,7.9,,0.08,0.03,,0,0.11,2002,Role-Playing
Doukoku Shoshite...,SAT,Data East  ,,,,,0.11,0,0.11,1998,Adventure
LEGO Knights' Kingdom,GBA,THQ  ,,,0.08,0.03,,0,0.11,2004,Action
Dead Cells,NS,Merge Games  ,9.3,,0.08,0.02,,0.01,0.11,2018,Action
Retro Game Challenge,DS,Xseed Games  ,8.1,,,,0.11,,0.11,2009,Action
Mechanic Master,DS,Midway Games  ,,,0.1,0,,0.01,0.11,2008,Puzzle
NBA Jam 2002,GBA,Acclaim Entertainment  ,,,0.08,0.03,,0,0.11,2002,Sports
Shining Force NEO,PS2,Sega  ,,,0.06,0.04,,0.01,0.11,2005,Role-Playing
Tom Clancy's Splinter Cell Trilogy,PS3,Ubisoft  ,6.5,,,0.09,,0.02,0.11,2011,Action
Monster Madness: Battle for Suburbia,X360,SouthPeak Interactive  ,,,0.1,0,,0.01,0.11,2007,Shooter
Army Men: Sarge's War,XB,Global Star Software  ,,,0.09,0.02,,0,0.11,2004,Shooter
Fantastic Four: Rise of the Silver Surfer,X360,2K Games  ,,,0.1,0.01,,0.01,0.11,2007,Action
Primal Rage,PS,Time Warner Interactive  ,,,0.06,0.04,,0.01,0.11,1995,Fighting
FIFA Street 2,GC,EA Sports BIG   ,,,0.09,0.02,,0,0.11,2006,Sports
NCIS 3D,3DS,Ubisoft  ,,,0.06,0.04,,0.01,0.11,2012,Adventure
Constructor HD,PS4,Deep Silver  ,,,0.09,,,0.02,0.11,2017,Strategy
Heart Catch PreCure! Oshare Collection,DS,Namco Bandai  ,,,,,0.11,,0.11,2010,Action
Taito Legends,PS2,Sega  ,,,0.06,0.04,,0.01,0.11,2005,Misc
Tom Clancy's Rainbow Six: Rogue Spear,GBA,Ubisoft  ,,,0.08,0.03,,0,0.11,2002,Shooter
SaGa: Scarlet Grace,PSV,Square Enix  ,,,,,0.11,,0.11,2016,Role-Playing
NFL Head Coach 09,X360,EA Sports  ,,,0.11,,,0.01,0.11,2008,Sports
Pac 'n Roll,DS,Namco  ,,,0.09,0,0.02,0.01,0.11,2005,Platform
BoomBots,PS,SouthPeak Interactive  ,4.5,,0.06,0.04,,0.01,0.11,1999,Fighting
John Daly's ProStroke Golf,PS3,O-Games  ,,,0.09,0.02,,0.01,0.11,2010,Sports
Girl Time,DS,THQ  ,,,0.11,,,0.01,0.11,2009,Simulation
Star Trek: Conquest,PS2,Bethesda Softworks  ,6.3,,0.06,0.04,,0.01,0.11,2007,Strategy
Garfield's Fun Fest,DS,DSI Games  ,,,0.07,0.03,,0.01,0.11,2008,Platform
World Championship Rugby,PS2,Acclaim Entertainment  ,,,0.06,0.04,,0.01,0.11,2004,Sports
Just In Time Translations,DS,THQ  ,,,0.1,,,0.01,0.11,2009,Misc
Phantom Dust,XB,Majesco  ,8.2,,0.08,0.02,,0,0.11,2005,Action
Shinseiki Evangelion: Koutetsu no Girlfriend,PS,Gainax Network Systems  ,,,,,0.11,0.01,0.11,1998,Adventure
Shin Sangoku Musou: Multi Raid 2,PSP,KOEI  ,,,,,0.11,,0.11,2010,Action
Pinball Hall of Fame: The Williams Collection,3DS,Crave Entertainment  ,,,0.1,,,0.01,0.11,2011,Misc
The King of Fighters XII,X360,Ignition Entertainment  ,6.4,,0.09,0,0.01,0.01,0.11,2009,Fighting
Growlanser Generations,PS2,Working Designs  ,,,0.06,0.04,,0.01,0.11,2004,Role-Playing
Mega Man Battle Chip Challenge,GBA,Capcom  ,,,0.08,0.03,,0,0.11,2004,Misc
Namco Museum Arcade Pac,NS,Bandai Namco Entertainment  ,7.8,,0.08,0.02,,0.01,0.11,2018,Misc
Minecraft: Story Mode - Season Two,PS4,Telltale Games  ,,,0.09,,0,0.02,0.11,2017,Adventure
de Blob 2,DS,THQ  ,7.5,9,0.08,0.02,,0.01,0.11,2011,Platform
Dementium II,DS,SouthPeak Interactive  ,7.5,,0.09,0.02,,0.01,0.11,2010,Shooter
TMNT,PSP,Ubisoft  ,3.6,,0.1,0,,0.01,0.11,2007,Action
Cold Winter,PS2,VU Games  ,,,0.06,0.04,,0.01,0.11,2005,Shooter
Ring of Red,PS2,Konami  ,8,,0.06,0.04,,0.01,0.11,2001,Strategy
International Track & Field 2000,PS,Konami  ,,,0.06,0.04,,0.01,0.11,1999,Sports
Ping Pals,DS,THQ  ,,,0.1,0,,0.01,0.11,2004,Misc
Warhammer: Battle March,X360,Namco Bandai  ,,,0.09,0.02,,0.01,0.11,2008,Strategy
Mystery P.I. - Portrait of a Thief,DS,PopCap Games  ,,,0.1,0,,0.01,0.11,2008,Adventure
Stubbs the Zombie in Rebel Without a Pulse,XB,Aspyr  ,,,0.08,0.02,,0,0.11,2005,Action
Batman: Dark Tomorrow,XB,Kemco  ,,,0.08,0.02,,0,0.11,2003,Action
Winter Stars,Wii,Deep Silver  ,,,0.05,0.06,,0.01,0.11,2011,Sports
The Hardy Boys: Treasure on the Tracks,DS,Sega  ,,,0.1,,,0.01,0.11,2009,Adventure
Desktop Tower Defense,DS,THQ  ,,,0.1,,,0.01,0.11,2009,Strategy
18 Wheeler: American Pro Trucker,GC,Acclaim Entertainment  ,5,,0.09,0.02,,0,0.11,2002,Racing
Darksiders: Warmastered Edition,PS4,THQ Nordic  ,,,0.07,0.02,,0.02,0.11,2016,Action-Adventure
Mana Khemia: Student Alliance,PSP,Nippon Ichi Software  ,3.2,,0.06,0,0.03,0.01,0.11,2009,Role-Playing
Utawarerumono: Mask of Deception,PSV,Atlus  ,,,0.02,,0.08,0.01,0.11,2017,Adventure
Happy Feet Two,3DS,Warner Bros. Interactive  ,,,0.08,0.02,,0.01,0.11,2011,Adventure
Super Swing Golf Season 2,Wii,Tecmo  ,,,0.08,0,0.03,0.01,0.11,2007,Sports
Get Up and Dance,Wii,Crave Entertainment  ,,,0.06,0.04,,0.01,0.11,2011,Misc
JASF: Jane's Advanced Strike Fighters,PS3,Unknown  ,,,0.07,0.03,,0.01,0.11,2011,Simulation
Naruto Ultimate Collection,PS2,Namco Bandai  ,,,0.06,0.04,,0.01,0.11,2008,Misc
The King of Fighters '99,PS,Agetec  ,7,,,,0.11,0.01,0.11,2001,Fighting
Mass Destruction,PS,ASC Games  ,,,0.06,0.04,,0.01,0.11,1997,Shooter
Batman: Rise of Sin Tzu,XB,Ubisoft  ,,,0.08,0.02,,0,0.11,2003,Action
Shinseiki Evangelion: Koutetsu no Girlfriend,SAT,Sega  ,,,,,0.11,0,0.11,1998,Adventure
Queen's Blade: Spiral Chaos,PSP,Namco Bandai  ,,,,,0.11,,0.11,2009,Role-Playing
Jikkyou Powerful Pro Yakyuu '95,PS,Konami  ,,,,,0.11,0.01,0.11,1994,Sports
Ridge Racer Unbounded,X360,Namco Bandai Games  ,,,0.05,0.05,,0.01,0.11,2012,Racing
Spy vs Spy,XB,Global Star Software  ,,,0.08,0.02,,0,0.11,2005,Action
Cory in the House,DS,Disney Interactive Studios  ,,,0.1,0,,0.01,0.11,2008,Action
Coraline,PS2,D3 Publisher  ,,,0.06,0.04,,0.01,0.11,2009,Adventure
Mighty No. 9,PS4,Deep Silver  ,,,0.09,,,0.02,0.11,2016,Platform
Sega Touring Car Championship,SAT,Sega  ,,,,,0.11,,0.11,1997,Racing
My SAT Coach with The Princeton Review,DS,Ubisoft  ,,,0.1,,,0.01,0.11,2008,Misc
FIFA Soccer 06,PSP,EA Sports  ,7.6,,0.1,0.01,,0.01,0.11,2005,Sports
Cold Fear,PS2,Ubisoft  ,,,0.06,0.04,,0.01,0.11,2005,Action
Where the Wild Things Are,X360,Warner Bros. Interactive  ,,,0.1,0,,0.01,0.11,2009,Platform
The Invisible Hours,PS4,GameTrust  ,,,0.09,,,0.02,0.11,2017,Adventure
Zangeki no Reginleiv,Wii,Nintendo  ,,,,,0.11,,0.11,2010,Action
Zero Escape: Zero Time Dilemma,PSV,Aksys Games  ,,,0.06,,0.04,0.02,0.11,2016,Adventure
Monster Energy Supercross - The Official Videogame,PS4,Milestone S.r.l.  ,,,0.08,0.01,,0.02,0.11,2018,Racing
Daito Giken Koushiki Pachi-Slot Simulator: Hihouden,PS2,Daito  ,,,,,0.11,,0.11,2006,Misc
Harvey Birdman: Attorney at Law,PSP,Capcom  ,,,0.09,,,0.02,0.11,2008,Adventure
Murakumo: Renegade Mech Pursuit,XB,Ubisoft  ,,,0.04,0.01,0.06,0,0.11,2003,Shooter
NHL Hitz 20-03,XB,Midway Games  ,,,0.08,0.02,,0,0.11,2002,Sports
Deus Ex: Human Revolution,WiiU,Square Enix  ,8.6,,0.05,0.05,,0.01,0.11,2013,Shooter
Gun Metal,XB,Majesco  ,,,0.08,0.02,,0,0.11,2002,Shooter
Escape The Museum,Wii,Majesco  ,,,0.1,0.01,,0.01,0.11,2009,Adventure
DualPenSports,3DS,Namco Bandai  ,,,0.05,0.05,,0.01,0.11,2011,Sports
Pro Yakyuu Spirits 5,PS3,Konami  ,,,,,0.11,,0.11,2008,Sports
BloodRayne,GC,Majesco  ,7.9,,0.09,0.02,,0,0.11,2002,Shooter
Truth or Lies,X360,THQ  ,,,0.07,0.03,,0.01,0.11,2010,Misc
ECW Anarchy Rulz,PS,Acclaim Entertainment  ,,,0.06,0.04,,0.01,0.11,2000,Fighting
Metal Slug 4 & 5,PS2,SNK Playmore  ,,,0.05,0.04,,0.01,0.11,2005,Shooter
The Idolmaster: Platinum Stars,PS4,Namco Bandai Games  ,,,,,0.11,,0.11,2016,Simulation
InuYasha: A Feudal Fairy Tale,PS,Bandai  ,,,,,0.1,0.01,0.11,2003,Fighting
Gabrielle's Ghostly Groove 3D,3DS,Natsume  ,7.5,,0.08,0.02,,0.01,0.11,2011,Adventure
J-League Winning Eleven 9: Asia Championship,PS2,Konami  ,,,,,0.11,,0.11,2005,Sports
Fabulous Finds,DS,ValuSoft  ,,,0.1,,,0.01,0.11,2009,Puzzle
Sabrina The Teenage Witch: Potion Commotion,GBA,Ubisoft  ,,,0.08,0.03,,0,0.11,2002,Action
Pocket Pets,DS,O3 Entertainment  ,,,0.1,,,0.01,0.11,2007,Simulation
Samurai Warriors 4,PSV,Tecmo Koei  ,,,,,0.11,,0.11,2014,Fighting
Yu Yu Hakusho: Tournament Tactics,GBA,Atari  ,,,0.08,0.03,,0,0.11,2004,Strategy
Home Run King,GC,Sega  ,,,0.09,0.02,,0,0.11,2002,Sports
GoldenEye: Rogue Agent,DS,Electronic Arts  ,,,0.1,0,,0.01,0.11,2005,Shooter
To Heart 2: Dungeon Travelers,PSP,Aquaplus  ,,,,,0.11,,0.11,2011,Adventure
Calling,Wii,Hudson Soft  ,4.8,,0.06,0.04,0,0.01,0.11,2010,Adventure
WWE All Stars,PS2,THQ  ,,,0.05,0.04,,0.01,0.11,2011,Fighting
Pimp My Ride,Wii,Activision  ,,,0.1,0,,0.01,0.11,2008,Racing
Let's Play Garden,DS,Deep Silver  ,,,0.1,,,0.01,0.11,2010,Simulation
MLB Power Pros,PS2,2K Sports  ,,,,,0.11,,0.11,2007,Sports
Virtua Fighter CG Portrait Series Vol.1: Sarah Bryant,SAT,Sega  ,,,,,0.11,0,0.11,1995,Misc
Kousoku Card Battle: Card Hero,DS,Nintendo  ,,,,,0.11,,0.11,2007,Strategy
AirForce Delta Strike,PS2,Konami  ,,,0.05,0.04,,0.01,0.11,2004,Simulation
The Witch and the Hundred Knight,PS4,NIS America  ,,,0.03,0.01,0.06,0.01,0.11,2016,Role-Playing
Lost Horizon,PC,Deep Silver  ,,,,0.1,,0.02,0.11,2010,Adventure
SD Gundam G Generation Genesis,PS4,Namco Bandai Games  ,,,,,0.11,,0.11,2016,Strategy
Tokimeki Memorial: Girl's Side 2nd Season,DS,Konami  ,,,,,0.11,,0.11,2008,Adventure
Bodycount,PS3,Codemasters  ,4.9,,0.05,0.05,,0.02,0.11,2011,Shooter
Disney's Peter Pan: Return to Never Land,GBA,Disney Interactive Studios  ,4,,0.08,0.03,,0,0.11,2002,Platform
Jake Hunter Detective Story: Memories of the Past,DS,Aksys Games  ,,,0.06,0,0.05,0,0.11,2009,Adventure
Puzzler World 2,DS,UFO Interactive  ,,,0.02,0.07,,0.02,0.11,2011,Puzzle
Nickelodeon Dance,X360,2K Play  ,,,0.08,0.02,,0.01,0.11,2011,Misc
The Fairly Odd Parents: Breakin Da Rules,XB,THQ  ,,,0.08,0.02,,0,0.11,2003,Platform
Capcom vs. SNK 2 EO,GC,Capcom  ,,,0.09,0.02,,0,0.11,2002,Fighting
Open Season,X360,Ubisoft  ,5.7,,0.1,0,,0.01,0.11,2006,Platform
Space Chimps,X360,Brash Entertainment  ,,,0.1,0,,0.01,0.11,2008,Platform
Hot Wheels Velocity X,GC,THQ  ,,,0.09,0.02,,0,0.11,2002,Racing
Cloudy With A Chance of Meatballs,Wii,Ubisoft  ,6.7,,0.1,0,,0.01,0.11,2009,Adventure
Planet 51,PS3,Sega  ,,,0.07,0.03,,0.01,0.11,2009,Action
Green Lantern: Rise of the Manhunters,DS,Warner Bros. Interactive  ,5.5,,0.07,0.03,,0.01,0.11,2011,Action
Contra Advance: The Alien Wars EX,GBA,Konami  ,6.7,,0.08,0.03,,0,0.11,2002,Shooter
Cake Mania,DS,Majesco  ,,,0.09,0.01,,0.01,0.11,2007,Puzzle
Master of the Monster Lair,DS,Atlus  ,6.9,,0.1,0,,0.01,0.11,2008,Role-Playing
The Settlers,DS,Ubisoft  ,,,0.1,0,,0.01,0.11,2007,Strategy
The Elder Scrolls Online: Summerset,XOne,Bethesda Softworks  ,,,0.09,0.01,,0.01,0.11,2018,MMO
History Channel: Battle for the Pacific,Wii,Activision  ,,,0.1,,,0.01,0.11,2007,Shooter
Army Men: RTS,PS2,3DO  ,6.1,,0.05,0.04,,0.01,0.11,2002,Strategy
Yard Sale Hidden Treasures: Sunnyville,DS,Konami  ,,,0.1,,,0.01,0.11,2010,Puzzle
Mobile Suit Gundam: MS Sensen 0079,Wii,Namco Bandai  ,,,,,0.11,,0.11,2007,Simulation
Shadow of Destiny,PSP,Konami  ,6.8,,0.09,,0,0.02,0.11,2010,Adventure
Digimon World: Next Order,PSV,Namco Bandai Games  ,,,,,0.11,,0.11,2016,Role-Playing
Grease,DS,505 Games  ,,,0.1,0,,0.01,0.11,2010,Misc
Shin Kamaitachi no Yoru: 11 Hitome no Suspect,PS3,THQ  ,,,,,0.11,,0.11,2011,Misc
Surf's Up,PSP,Ubisoft  ,,,0.02,0.06,,0.03,0.11,2007,Sports
ESPN NHL Hockey,XB,Sega  ,,,0.08,0.02,,0,0.11,2003,Sports
Mortal Kombat: Deception,GC,Midway Games  ,7.2,,0.09,0.02,,0,0.11,2005,Fighting
Monster Lab,PS2,Eidos Interactive  ,,,0.05,0.04,,0.01,0.11,2008,Role-Playing
XXX,GBA,Activision  ,,,0.08,0.03,,0,0.11,2002,Action
Beaterator,PSP,Rockstar Games  ,7.9,,0.07,0.02,,0.02,0.11,2009,Misc
Guitar Rock Tour,DS,Gameloft  ,,,0.1,0,,0.01,0.11,2008,Misc
Tales of the World: Tactics Union,3DS,Namco Bandai Games  ,,,,,0.11,,0.11,2014,Role-Playing
Maximum Force,PS,Midway Games  ,,,0.06,0.04,,0.01,0.11,1997,Shooter
Worms Forts: Under Siege,PS2,Sega  ,,,0.05,0.04,,0.01,0.11,2005,Strategy
Prototype: Biohazard Bundle,XOne,Activision  ,,,0.1,,,0.01,0.11,2016,Action
Invizimals: The Lost Tribes,PSP,Sony Computer Entertainment  ,,,,0.08,,0.03,0.11,2011,Action
Taiko no Tatsujin: V Version,PSV,Namco Bandai Games  ,,,,,0.11,,0.11,2015,Music
Paws & Claws Pet Vet: Australian Adventures,DS,THQ  ,,,0.1,,,0.01,0.11,2009,Simulation
Project: Snowblind,XB,Eidos Interactive  ,,,0.08,0.02,,0,0.11,2005,Action
Astro Boy: The Video Game,PS2,D3 Publisher  ,5,,0.05,0.04,,0.01,0.11,2009,Action
Brave Story: New Traveler (US sales),PSP,Xseed Games  ,7.5,,0.11,,,,0.11,2007,Role-Playing
Disney's Extreme Skate Adventure,XB,Activision  ,,,0.08,0.02,,0,0.11,2003,Sports
The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,GC,THQ  ,,,0.09,0.02,,0,0.11,2003,Action
The Spiderwick Chronicles,X360,Sierra Entertainment  ,,,0.09,0.01,,0.01,0.11,2008,Adventure
BlazBlue: Calamity Trigger Portable,PSP,Aksys Games  ,7.9,8.4,0.07,0.01,0.03,0.01,0.11,2010,Fighting
Pac-Man World 2,GBA,Namco  ,,,0.08,0.03,,0,0.11,2005,Platform
Karaoke Revolution Presents American Idol Encore,X360,Konami  ,,,0.1,,,0.01,0.11,2008,Misc
Odama,GC,Nintendo  ,6.5,,0.07,0.02,0.02,0,0.11,2006,Misc
Pinball Hall of Fame: The Williams Collection,PSP,Crave Entertainment  ,8,,0.09,0.01,,0.01,0.11,2008,Misc
Mobile Light Force 2,PS2,XS Games  ,,,0.05,0.04,,0.01,0.11,2003,Shooter
Naval Ops: Warship Gunner,PS2,KOEI  ,,,0.05,0.04,,0.01,0.11,2003,Simulation
Soma Bringer,DS,Nintendo  ,,,,,0.11,,0.11,2008,Role-Playing
Hasbro Family Game Night Fun Pack,Wii,Electronic Arts  ,,,0.1,,,0.01,0.11,2011,Misc
Shin Sangoku Musou 6 Special,PSP,Tecmo Koei  ,,,,,0.11,,0.11,2011,Action
The King of Fighters Collection: The Orochi Saga,Wii,SNK Playmore  ,,,0.1,,,0.01,0.11,2008,Fighting
Go! Sudoku (JP sales),PSP,Ubisoft  ,,,,,0.11,,0.11,2006,Puzzle
Ride,XOne,Milestone S.r.l.  ,,,0.05,0.05,,0.01,0.11,2015,Racing
Bionicle Heroes,GC,Eidos Interactive  ,5.4,,0.08,0.02,,0,0.11,2006,Shooter
Eragon,PSP,Sierra Entertainment  ,6.2,,0.1,0,,0.01,0.11,2006,Action
The King of Fighters 2000/2001,PS2,SNK  ,,,0.05,0.04,,0.01,0.11,2003,Fighting
Lost in Blue,DS,Konami  ,,,0.07,0.02,0.02,0.01,0.11,2005,Adventure
Batman & Robin,PS,Acclaim Entertainment  ,5.4,,0.06,0.04,,0.01,0.11,1998,Action
Chameleon Twist,N64,Sunsoft  ,,,0.09,0.02,,0,0.11,1997,Platform
Chopper Attack,N64,Midway Games  ,,,0.09,0.02,,0,0.11,1998,Action
Dragon Quest Heroes: Rocket Slime,DS,Square Enix  ,8.3,,0.13,,0.31,0.01,0.44,2006,Adventure
Fighting Force 64,N64,Crave Entertainment  ,5.2,,0.09,0.02,,0,0.11,1999,Action
Lunacy,SAT,Atlus  ,,,,,0.11,0,0.11,1997,Adventure
Nuclear Strike 64,N64,THQ  ,,,0.09,0.02,,0,0.11,1999,Simulation
Snowboard Kids 2,N64,Atlus  ,,,0.09,0.02,,0,0.11,1999,Sports
Tonic Trouble,N64,Ubisoft  ,,,0.09,0.02,,0,0.11,1999,Platform
Top Gear Rally 2,N64,Kemco  ,,,0.09,0.02,,0,0.11,1999,Racing
Vigilante 8: 2nd Offense,N64,Activision  ,,,0.09,0.02,,0,0.11,2000,Racing
Spyborgs,Wii,Capcom  ,6.3,,0.09,0.01,,0.01,0.11,2009,Action
Wolfenstein II: The New Colossus,NS,Bethesda Softworks  ,8.3,,0.05,0.05,,0.01,0.11,2018,Shooter
Street Fighter Collection,SAT,Capcom  ,,,,,0.11,0,0.11,1997,Fighting
Ninja Assault,PS2,Namco  ,,,0.05,0.04,,0.01,0.11,2002,Shooter
RiME,PS4,Grey Box  ,7.1,,0.02,0.07,,0.02,0.11,2017,Adventure
GunGriffon Blaze,PS2,Working Designs  ,,,0.05,0.04,,0.01,0.11,2000,Simulation
Army Men: Soldiers of Misfortune,DS,Zoo Games  ,,,0.1,0,,0.01,0.11,2008,Shooter
Frontier Gate,PSP,Konami  ,,,,,0.11,,0.11,2011,Role-Playing
Higurashi no Naku Koro ni Matsuri,PS2,Alchemist  ,,,,,0.11,,0.11,2007,Adventure
Super Robot Wars OG: The Moon Dwellers,PS4,Namco Bandai Games  ,,,,,0.11,,0.11,2016,Misc
Agents of Mayhem,XOne,Deep Silver  ,,,0.07,0.03,,0.01,0.11,2017,Action
Top Angler: Real Bass Fishing,PS2,Xicat Interactive  ,,,0.05,0.04,,0.01,0.11,2002,Sports
Michael Phelps: Push the Limit,X360,505 Games  ,,,0.09,0.01,,0.01,0.11,2011,Sports
Overcooked Special Edition,NS,Team 17  ,8.4,,0.08,0.01,,0.01,0.11,2018,Simulation
Night at the Museum: Battle of the Smithsonian,X360,Majesco  ,5.4,,0.07,0.03,,0.01,0.11,2009,Action
Bodycount,X360,Codemasters  ,4.8,,0.07,0.03,,0.01,0.11,2011,Shooter
PDC World Championship Darts: Pro Tour,Wii,O-Games  ,,,,0.1,,0.01,0.11,2010,Sports
Breakout,PS,Hasbro Interactive  ,4.9,,0.06,0.04,,0.01,0.11,2000,Puzzle
AKB48+Me,3DS,Kadokawa Shoten  ,,,,,0.11,,0.11,2012,Misc
Alias,PS2,Acclaim Entertainment  ,,,0.05,0.04,,0.01,0.11,2004,Action
Sakura Taisen Hanagumi Tsuushin,SAT,Sega  ,,,,,0.11,,0.11,1997,Misc
Death Jr.: Root of Evil,Wii,Eidos Interactive  ,7.3,,0.1,0,,0.01,0.11,2008,Platform
Famicom Mini: Famicom Tantei Club - Kieta Koukeisha Zenkouhen,GBA,Nintendo  ,,,,,0.11,0,0.11,2004,Adventure
Hollywood Squares,Wii,Ubisoft  ,,,0.1,,,0.01,0.11,2010,Misc
"Prinny 2: Dawn of Operation Panties, Dood!",PSP,NIS America  ,6.3,,0.06,,0.03,0.01,0.11,2011,Platform
Gundam Breaker 3,PS4,Namco Bandai Games  ,,,,,0.11,,0.11,2016,Action
Smash Court Tennis 3,X360,Atari  ,,,0.08,0.02,,0.01,0.11,2008,Sports
Sacred 3,PS3,Deep Silver  ,,,0.03,0.04,0.03,0.01,0.11,2014,Role-Playing
Silly Bandz: Play The Craze,DS,Zoo Games  ,,,0.1,0,,0.01,0.11,2010,Puzzle
Transformers: Devastation,PS3,Activision  ,,,0.05,0.04,,0.02,0.11,2015,Action
Earth Defense Force 4.1: The Shadow of New Despair,PS4,Xseed Games  ,,,,,0.11,,0.11,2015,Shooter
Outlaw Golf: Nine Holes of Christmas,XB,Simon & Schuster Interactive  ,,,0.08,0.02,,0,0.11,2003,Sports
NHL Rivals 2004,XB,Microsoft Game Studios  ,,,0.08,0.02,,0,0.11,2003,Sports
X-Men: Next Dimension,XB,Activision  ,,,0.08,0.02,,0,0.11,2002,Fighting
Felony 11-79,PS,ASCII Entertainment  ,,,0.06,0.04,,0.01,0.11,1997,Racing
Tyco RC: Assault with a Battery,PS,Mattel Interactive  ,,,0.06,0.04,,0.01,0.11,2000,Racing
Classic Road,SNES,Victor Interactive  ,,,,,0.11,0,0.11,1993,Sports
Avatar: The Last Airbender,PSP,THQ  ,6,,0.1,0,,0.01,0.11,2006,Adventure
Hole in the Wall: Deluxe Edition,X360,Ubisoft  ,,,0.1,,,0.01,0.11,2011,Misc
Dawn of Discovery,DS,Ubisoft  ,7.9,,0.07,0.03,,0.01,0.11,2009,Simulation
NBA 2K18,X360,2K Sports  ,7,,0.09,0,,0.01,0.11,2017,Sports
Panzer Dragoon Saga,SAT,Sega  ,9.1,,,,0.11,,0.11,1998,Role-Playing
Nicktoons: Unite!,DS,THQ  ,,,0.1,0,,0.01,0.11,2006,Adventure
Backyard NFL Football '10,X360,Atari  ,,,0.1,,,0.01,0.11,2009,Sports
ATV Quad Kings,DS,Storm City Games  ,,,0.1,,,0.01,0.11,2010,Racing
Shining Ark,PSP,Sega  ,,,,,0.11,,0.11,2013,Misc
The Scorpion King: Rise of the Akkadian,GC,Universal Interactive  ,5.2,,0.08,0.02,,0,0.11,2002,Action
Transformers: Beast Wars Transmetals,PS,BAM! Entertainment  ,,,0.06,0.04,,0.01,0.11,2000,Fighting
Mushroom Men: Rise of the Fungi,DS,Gamecock  ,,,0.1,0,,0.01,0.11,2008,Action
A New Beginning,PC,Daedalic Entertainment  ,,,,0.05,,0.01,0.06,2012,Adventure
Ore no Imouto ga Konnani Kawaii Wake ga Nai Portable,PSP,Namco Bandai Games  ,,,,,0.11,,0.11,2012,Adventure
Charlie and the Chocolate Factory,XB,Global Star Software  ,,,0.08,0.02,,0,0.11,2005,Adventure
Constantine,PS2,THQ  ,,,0.05,0.04,,0.01,0.11,2005,Action
Prinny: Can I Really Be the Hero?,PSP,NIS America  ,7.2,,0.04,0.01,0.05,0.01,0.11,2009,Platform
Pimp My Ride,X360,Activision  ,3.8,,0.1,0.01,,0.01,0.11,2006,Racing
Pokémon Rumble World,3DS,Nintendo  ,7,,,0.02,0.09,0,0.11,2015,Action
Dynasty Tactics 2,PS2,KOEI  ,,,0.05,0.04,,0.01,0.11,2003,Strategy
Touch Detective 2 1/2,DS,Atlus  ,,,0.09,,0.01,0.01,0.11,2007,Adventure
Vacation Sports,Wii,Ubisoft  ,,,0.09,0.01,,0.01,0.11,2009,Sports
