Name,Platform,Publisher,Critic_Score,User_Score,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales,Year,Genre
Gran Turismo (PSP),PSP,Sony Computer Entertainment  ,,,0.51,1.59,0.31,0.86,3.27,2009,Racing
Far Cry 3,PS3,Ubisoft  ,,,0.88,1.79,0.1,0.5,3.27,2012,Shooter
God of War: Chains of Olympus,PSP,Sony Computer Entertainment  ,8.9,9.5,1.48,1,0.04,0.66,3.19,2008,Action
FIFA 16,XOne,EA Sports  ,8.5,,0.92,2.1,,0.24,3.25,2015,Sports
Flash Focus: Vision Training in Minutes a Day,DS,Nintendo  ,6.1,,0.86,1.56,1.05,0.35,3.83,2007,Misc
Ratchet & Clank: Up Your Arsenal,PS2,Sony Computer Entertainment  ,9.1,,1.31,0.74,0.31,0.22,2.57,2004,Platform
007: Tomorrow Never Dies,PS,Electronic Arts  ,6.2,,1.72,1.33,,0.16,3.21,1999,Shooter
L.A. Noire,PS3,Rockstar Games  ,9.1,,1.29,1.31,0.12,0.49,3.21,2011,Adventure
Baseball,NES,Nintendo  ,,,0.73,0.1,2.35,0.02,3.2,1985,Sports
Dragon Quest IV,NES,Enix  ,,,0.08,,3.03,0.01,3.12,1992,Role-Playing
Dragon Quest VI: Maboroshi no Daichi,SNES,Enix  ,,,,,3.19,0,3.19,1995,Role-Playing
Killer Instinct,SNES,Nintendo  ,,,2.26,0.72,0.12,0.1,3.2,1995,Fighting
Perfect Dark,N64,Rare  ,9.7,,1.55,0.75,0.16,0.06,2.52,2000,Shooter
WWF SmackDown! 2: Know Your Role,PS,THQ  ,8.7,,1.76,1.21,0.07,0.16,3.2,2000,Fighting
Assassin's Creed IV: Black Flag,PS4,Ubisoft  ,8.3,,1.07,1.55,0.06,0.51,3.19,2013,Action-Adventure
Personal Trainer: Cooking,DS,Nintendo  ,8.4,,0.91,1.01,1.03,0.17,3.13,2008,Misc
Enter the Matrix,PS2,Atari  ,,,1.78,1.12,0.09,0.19,3.18,2003,Action
Assassin's Creed Odyssey,PS4,Ubisoft  ,9.5,,1.18,1.4,0.09,0.51,3.18,2018,Action-Adventure
Fallout: New Vegas,PS3,Bethesda Softworks  ,8.2,,1.54,1.04,0.1,0.49,3.17,2010,Role-Playing
Sonic Heroes,PS2,Sega  ,6.6,,1.04,1.37,0.06,0.49,2.96,2004,Platform
Club Penguin: Elite Penguin Force,DS,Disney Interactive Studios  ,7,,1.87,0.97,,0.3,3.14,2008,Adventure
FIFA Soccer 08,PS2,EA Sports  ,,,0.68,0,,2.46,3.14,2007,Sports
FIFA 18,XOne,EA Sports  ,8,,0.98,1.92,,0.23,3.14,2017,Sports
Spider-Man,PS,Activision  ,,,1.7,1.25,0.02,0.16,3.13,2000,Action
Need for Speed III: Hot Pursuit,PS,Electronic Arts  ,,,2.14,0.86,,0.13,3.12,1998,Racing
The Elder Scrolls IV: Oblivion,PS3,Bethesda Softworks  ,9.3,,1.69,0.86,0.14,0.44,3.12,2007,Role-Playing
Star Wars Episode I Racer,N64,LucasArts  ,8.7,,2.31,0.62,0.14,0.04,3.12,1999,Racing
